2006,1,1,9.4124
2006,1,2,9.6238
2006,1,3,5.755
2006,1,4,7.5977
2006,1,5,5.9863
2006,1,6,9.204
2006,1,7,10.402
2006,1,8,13.022
2006,1,9,10.446
2006,1,10,11.226
2006,1,11,13.535
2006,1,12,7.2923
2006,1,13,5.1616
2006,1,14,6.4967
2006,1,15,6.9418
2006,1,16,8.1931
2006,1,17,8.1912
2006,1,18,8.3878
2006,1,19,10.972
2006,1,20,7.862
2006,1,21,5.1864
2006,1,22,6.8154
2006,1,23,9.5022
2006,1,24,9.8965
2006,1,25,12.737
2006,1,26,12.317
2006,1,27,13.59
2006,1,28,13.741
2006,1,29,9.1117
2006,1,30,10.529
2006,1,31,10.379
2006,2,1,11.553
2006,2,2,10.728
2006,2,3,9.5057
2006,2,4,9.0222
2006,2,5,9.2717
2006,2,6,14.218
2006,2,7,15.61
2006,2,8,11.141
2006,2,9,9.6426
2006,2,10,11.84
2006,2,11,15.101
2006,2,12,16.975
2006,2,13,12.62
2006,2,14,10.921
2006,2,15,8.8135
2006,2,16,9.6239
2006,2,17,11.883
2006,2,18,9.8064
2006,2,19,10.587
2006,2,20,14.654
2006,2,21,13.379
2006,2,22,10.18
2006,2,23,11.227
2006,2,24,9.9985
2006,2,25,11.133
2006,2,26,12.873
2006,2,27,13.137
2006,2,28,12.731
2006,3,1,12.87
2006,3,2,11.602
2006,3,3,12.625
2006,3,4,13.036
2006,3,5,13.412
2006,3,6,12.79
2006,3,7,12.249
2006,3,8,10.756
2006,3,9,9.7422
2006,3,10,11.435
2006,3,11,10.42
2006,3,12,11.292
2006,3,13,11.295
2006,3,14,11.487
2006,3,15,12.081
2006,3,16,11.697
2006,3,17,13.497
2006,3,18,12.008
2006,3,19,11.955
2006,3,20,13.687
2006,3,21,12.359
2006,3,22,13.28
2006,3,23,14.919
2006,3,24,17.198
2006,3,25,18.553
2006,3,26,15.988
2006,3,27,14.629
2006,3,28,10.475
2006,3,29,12.208
2006,3,30,14.479
2006,3,31,16.012
2006,4,1,19.276
2006,4,2,16.113
2006,4,3,16.583
2006,4,4,18.437
2006,4,5,14.922
2006,4,6,14.119
2006,4,7,13.759
2006,4,8,15.195
2006,4,9,14.171
2006,4,10,17.607
2006,4,11,18.047
2006,4,12,14.486
2006,4,13,15.931
2006,4,14,16.971
2006,4,15,12.924
2006,4,16,14.109
2006,4,17,14.323
2006,4,18,12.625
2006,4,19,17.639
2006,4,20,16.934
2006,4,21,14.401
2006,4,22,16.808
2006,4,23,19.327
2006,4,24,18.622
2006,4,25,17.945
2006,4,26,16.995
2006,4,27,15.586
2006,4,28,15.608
2006,4,29,13.087
2006,4,30,14.839
2006,5,1,13.936
2006,5,2,16.41
2006,5,3,14.755
2006,5,4,21.154
2006,5,5,24.875
2006,5,6,24.47
2006,5,7,22.511
2006,5,8,22.168
2006,5,9,22.833
2006,5,10,18.921
2006,5,11,19.138
2006,5,12,18.71
2006,5,13,18.283
2006,5,14,19.67
2006,5,15,16.127
2006,5,16,17.784
2006,5,17,20.06
2006,5,18,18.637
2006,5,19,21.851
2006,5,20,19.397
2006,5,21,18.532
2006,5,22,22.59
2006,5,23,22.338
2006,5,24,20.826
2006,5,25,23.586
2006,5,26,21.794
2006,5,27,22.62
2006,5,28,20.662
2006,5,29,21.135
2006,5,30,23.871
2006,5,31,23.515
2006,6,1,25.79
2006,6,2,25.659
2006,6,3,21.766
2006,6,4,21.857
2006,6,5,22.966
2006,6,6,21.997
2006,6,7,29.067
2006,6,8,33.106
2006,6,9,28.216
2006,6,10,26.176
2006,6,11,24.857
2006,6,12,29.717
2006,6,13,27.398
2006,6,14,29.578
2006,6,15,27.932
2006,6,16,26.263
2006,6,17,28.178
2006,6,18,29.471
2006,6,19,26.444
2006,6,20,27.817
2006,6,21,30.433
2006,6,22,30.391
2006,6,23,32.586
2006,6,24,30.308
2006,6,25,28.724
2006,6,26,26.959
2006,6,27,28.19
2006,6,28,29.642
2006,6,29,31.159
2006,6,30,28.26
2006,7,1,26.087
2006,7,2,25.718
2006,7,3,24.079
2006,7,4,30.708
2006,7,5,33.528
2006,7,6,36.611
2006,7,7,31.092
2006,7,8,29.79
2006,7,9,29.293
2006,7,10,28.52
2006,7,11,26.93
2006,7,12,27.893
2006,7,13,30.687
2006,7,14,27.304
2006,7,15,25.939
2006,7,16,27.406
2006,7,17,28.809
2006,7,18,32.565
2006,7,19,32.939
2006,7,20,34.981
2006,7,21,33.79
2006,7,22,32.937
2006,7,23,33.685
2006,7,24,31.952
2006,7,25,28.771
2006,7,26,29.614
2006,7,27,31.382
2006,7,28,32.608
2006,7,29,33.401
2006,7,30,35.186
2006,7,31,34.951
2006,8,1,35.368
2006,8,2,34.874
2006,8,3,35.401
2006,8,4,34.84
2006,8,5,28.865
2006,8,6,27.715
2006,8,7,29.371
2006,8,8,28.356
2006,8,9,30.789
2006,8,10,32.256
2006,8,11,31.856
2006,8,12,31.264
2006,8,13,33.034
2006,8,14,27.425
2006,8,15,24.54
2006,8,16,25.961
2006,8,17,24.517
2006,8,18,27.115
2006,8,19,29.928
2006,8,20,29.39
2006,8,21,30.338
2006,8,22,25.317
2006,8,23,27.007
